Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity
Space Song,Depression Cherry,Beach House,2015-08-21,USSUB1512203,"2,646",27.4,1099069598,261122,71073470,73.0
OKAY,OKAY (Versions),JT,2024-04-24,USUG12400080,"2,641",27.4,16446111,1966,36576049,65.0
My Way,My Way,Calvin Harris,2016-09-16,GBARL1601358,"2,636",27.4,1014534913,132592,41964503,73.0
Big City Life,Big City Life,Luude,2022-06-16,AUDCB1702119,"2,653",27.4,181323700,71547,13471679,65.0
'Till I Collapse,The Eminem Show,Eminem,2002-05-26,USIR10211066,"2,651",27.4,1958809069,282888,74055843,79.0
Amor a Primera Vista,Amor a Primera Vista,Los ï¿½ï¿½ngeles Az,2019-06-14,MX1721901080,"2,644",27.4,346860422,29735,10707382,65.0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,Bonnadol,2023-03-15,THSOH2301617,"2,652",27.4,478756,207,18460,21.0
Elini Ver,Elini Ver,Amo988,2024-05-15,TRBUL2400025,"2,637",27.4,15352061,639,5601320,72.0
Sex Music,Sex Music,Tank,2010-06-29,USAT21001199,"2,638",27.4,5283089,920,403273,30.0
Porfa,Porfa,Feid,2019-12-13,USUM71924087,"2,661",27.3,396184710,62515,16214167,65.0
Derniï¿½ï¿½re d,Derniï¿½ï¿½re D,Indila,2013-11-13,FRUM71301049,"2,672",27.3,410783411,84509,10769145,72.0
"A ver, a ver - Ric Piccolo Edit","A ver, a ver (Ric Piccolo Edit)",Donald,2022-08-24,GBUQH2200069,"2,666",27.3,67852,531,98875,10.0
Losing It,Losing It,FISHER,2018-07-13,CA5KR1821202,"2,668",27.3,523954769,213614,31880596,67.0
Swervin (feat. 6ix9ine),Hoodie SZN,A Boogie Wit da Hoodie,2018-12-21,USAT21812918,"2,660",27.3,815243082,140617,18381330,66.0
Dick (feat. Doja Cat),Dick (feat. Doja Cat),StarBoi3,2021-04-23,USRC12100749,"2,669",27.3,247462687,55580,12451213,61.0
When I'm Gone,When Iï¿½ï¿½ï¿½m Gone (with Katy ,Alesso,2021-12-29,USUG12106230,"2,658",27.3,279996207,36648,30173875,64.0
Girlfriend,The Second Wave (Deluxe),Ruger,2022-06-17,GBARL2201233,"2,691",27.2,56670689,18344,1864537,16.0
911,911,Fuerza Regida,2022-11-30,QZ9QQ2200130,"2,676",27.2,181695722,14262,7383896,68.0
YKWIM?,Bipolar,Yot Club,2019-05-31,CAGOO1966522,"2,681",27.2,675984633,147651,25369800,75.0
Damage,Damage,H.E.R.,2020-10-21,USRC11903897,"2,686",27.2,108241832,24791,8314569,53.0
Bellyache,Bellyache,Billie Eilish,2017-02-24,USUM71615103,"2,679",27.2,965899534,101445,18858886,73.0
WASTE,DISORDER,Kxllswxtch,2021-10-29,USUYG1393224,"2,684",27.2,272051636,64633,11550020,72.0
Little Things x Gypsy Woman - L BEATS MASHUP,Little Things x Gypsy Woman (L BEATS MASHUP),Jorja Smith,2023-06-30,QM7282376030,"2,677",27.2,123627077,39465,44425341,71.0
Sï¿½ï¿½guelo Bail,Odisea,Ozuna,2017-08-25,USXDR1700560,"2,705",27.1,544755640,58066,16986234,66.0
The Family Madrigal,Encanto (Original Motion Picture Soundtrack),Stephanie Beatriz,2021-11-19,USWD12112911,"2,698",27.1,217919853,22687,11527473,63.0
Hasta Abajo,Hasta Abajo,KEVIN ROLDAN,2019-07-26,USUM71913434,"2,702",27.1,380367132,62939,11576619,64.0
Bon appï¿½ï¿,Bon Appï¿½ï¿,Katy Perry,2017-04-28,USUM71702488,"2,700",27.1,280898252,32458,9112382,60.0
Stay With Me,Candy Baby,1nonly,2020-07-30,TCAFE2016912,"2,693",27.1,398942581,99939,11061124,68.0
Typa Girl,BORN PINK,BLACKPINK,2022-09-16,KRA402200021,"2,697",27.1,357054107,20864,10226449,66.0
Ayy Macarena,Ayy Macarena,Tyga,2019-11-13,USQX91903309,"2,703",27.1,417311779,106485,11727622,61.0
ELA PIROU NA DODGE RAM,ELA PIROU NA DODGE RAM - Single,Luan Pereira,2023-03-17,BCX5C2300005,"2,692",27.1,149455007,13028,12083352,17.0
Next Level,Next Level,aespa,2021-05-17,KRA302100169,"2,715",27.0,245384123,26925,9940497,68.0
Whiskey Glasses,The Way I Talk,Morgan Wallen,2016-07-29,QZ22S1500059,"2,712",27.0,806728296,86002,17665355,75.0
Esta Vida,Esta Vida - Single,Marshmello,2023-04-13,USSD12300013,"2,719",27.0,94359848,23027,26530704,61.0
Shotta Flow [Remix],Shotta Flow (feat. Blueface) [Remix],NLE Choppa,2019-06-20,QZ85M1951467,"2,720",27.0,496344788,114433,11312277,21.0
Amor Tumbado,Mi Nuevo Yo,Natanael Cano,2019-12-24,USDXS1911811,"2,706",27.0,413743535,39980,7003058,73.0
New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,2022-08-31,GBAYE2200462,"2,723",27.0,155399041,62013,13710934,60.0
Dientes,Dientes,J Balvin,2023-09-15,QZM5U2300388,"2,721",27.0,38622215,13808,12799845,4.0
Midnight Rain,Midnights,Taylor Swift,2022-10-21,USUG12205712,"2,714",27.0,658208129,36730,23499391,72.0
"Lagdi Lahore Di (From ""Street Dancer 3D"")","Lagdi Lahore Di (From ""Street Dancer 3D"")",Guru Randhawa,2020-01-15,INS182000105,"2,713",27.0,112851903,8311,4416840,61.0
A Mï¿,A Mï¿,Rels B,2019-02-21,QM4TW1987698,"2,716",27.0,631152992,82632,15285194,76.0
Buttabomma - Telugu,"Buttabomma (From ""Ala Vaikunthapurramuloo"") - Single",Armaan Malik,2019-12-24,INA091916753,"2,722",27.0,92120986,8924,2240190,56.0
Tu Fan,tu fan,mafalda cardenal,2023-05-26,QZMZ92325070,"2,735",26.9,65670361,8193,4692658,66.0
Whole Lotta Choppas,Whole Lotta Choppas,Sada Baby,2020-08-14,US39N2000446,"2,731",26.9,55312275,16559,2391593,45.0
Skate,Skate,Bruno Mars,2021-07-30,USAT22104222,"2,733",26.9,248947222,70726,16159530,63.0
Mercy,Mercy,Shawn Mendes,2016-08-18,USUM71603531,"2,727",26.9,1351515181,114379,33997882,74.0
Dame Tu Cosita (feat. Cutty Ranks),Dame Tu Cosita,El Chombo,2018-04-15,FR6Q11800035,"2,729",26.9,47325533,11423,1899926,54.0
Enemy - from the series Arcane League of Legends,Enemy (from the series Arcane League of Legends),Imagine Dragons,2021-10-27,USUM72120989,"2,728",26.9,313209345,57092,6389142,65.0
Dear John,End of the World,Wild Child,2023-03-31,QMB622200356,"2,730",26.9,271785,152,7172,21.0
Mount Everest,Mount Everest,Labrinth,2019-06-21,GBHMU1800032,"2,734",26.9,612159812,128472,33056872,72.0
Escï¿½ï¿½n,Escï¿½ï¿½n,ýýengo Flow,2023-08-25,QZ7R42353128,"2,736",26.9,63748913,11841,9184869,60.0
This Is The Life,This Is The Life,LIZOT,2023-10-13,DEUM72311113,"2,750",26.8,72773866,23003,14286816,71.0
Baianï¿,Baianï¿,Bakermat,2019-07-26,NLE801900440,"2,739",26.8,402771910,128641,26735486,73.0
More Than My Hometown,More Than My Hometown,Morgan Wallen,2020-04-17,QZ22S1800117,"2,755",26.8,503296417,55067,8724047,74.0
Soltera,ýýpico,Lunay,2019-10-25,USA2P1955945,"2,744",26.8,170646969,5488,1084442,47.0
Fall In Love Alone,Fall In Love Alone,Stacey Ryan,2022-05-13,USUG12202833,"2,746",26.8,250626750,28158,11808223,66.0
ORANGE SODA,ORANGE SODA,Baby Keem,2019-07-16,QM6N21900076,"2,745",26.8,676690653,183862,33470385,73.0
Clap For 'Em (feat. Flo Milli & Sada Baby),Clap For 'Em (feat. Flo Milli & Sada Baby),YungManny,2021-03-20,USRC12003901,"2,753",26.8,21634137,6881,1871089,40.0
Righteous,Righteous,Juice WRLD,2020-04-24,USUG12000979,"2,749",26.8,553627198,108088,18837961,64.0
Tï¿½ï¿½ ,Odisea,Ozuna,2017-08-25,USXDR1700551,"2,742",26.8,500508660,31360,12078276,68.0
9mm,Memphis Cult Vol. 6,Memphis Cult,2023-02-23,UKEX32307199,"2,754",26.8,157826873,34124,27264746,4.0
SOLO - Live,BLACKPINK 2018 TOUR 'IN YOUR AREA' SEOUL (Live),BLACKPINK,2019-08-30,KRA401900098,"2,741",26.8,6197708,428,185336,26.0
Envy Me,Envy Me,Calboy,2018-09-13,USHM91813257,"2,759",26.7,492873992,86600,11849689,58.0
vendetta!,vendetta!,MUPP,2022-05-20,QM4TX2285434,"2,773",26.7,317919778,77387,27153082,68.0
BANZAI!,BANZAI!,Kazuo,2022-12-24,JPWP02202338,"2,769",26.7,118164,91,607,10.0
One Thing Right,One Thing Right (feat. Kane Brown),Marshmello,2019-06-21,US6XF1800275,"2,763",26.7,545011148,69335,15972797,65.0
Mentalitï¿,EP2,Baby Gang,2022-06-17,ITC6Q2200040,"2,761",26.7,120605300,50347,2257680,66.0
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-09-28,USUG11801723,"2,766",26.7,1569891590,133300,51381606,66.0
messy in heaven,messy in heaven,venbee,2022-09-23,GBARL2201891,"2,779",26.6,120785398,45503,9878550,59.0
Novidade na ï¿½ï¿,Novidade na ï¿½ï¿,Mc Livinho,2023-06-23,BCDMP2300045,"2,794",26.6,191234818,26907,12302377,64.0
Coming for You (feat. A1 x J1),Coming for You (feat. A1 x J1),SwitchOTR,2021-10-29,GBARL2101712,"2,786",26.6,169896142,75491,4711796,56.0
Toxic Pony,Toxic Pony (feat. Britney Spears & Ginuwine),ALTï¿½ï,2022-01-21,USRC12200203,"2,783",26.6,103232015,33577,15250725,60.0
Whistle,Pioneer The Album (Vol.13),Flo Rida,2010-09-27,USAT21201745,"2,784",26.6,814272136,180832,45770125,72.0
Apaga El Cel,Apaga El Cel,Calle 24,2023-12-22,USDXS2304292,"2,778",26.6,145975016,6115,16399686,82.0
ýýýýýýýýýýýýýýýýýý - ýýýý ýýýýýýýý ýýýýýýýý ýýýýýý,ýýýýýýýýýýýýýýýýýý (ýýýý ýýýýýýýý ýýýýýýýý ýýýýýý),Ahmed Saad,2023-06-20,FRX872398704,"2,781",26.6,20588020,3465,1820609,58.0
Leave Me Alone,Leave Me Alone,Flipp Dinero,2018-03-14,QMKSC1800039,"2,782",26.6,651863663,122266,17925064,62.0
LATTE (feat. Maria Becerra),The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,2024-03-28,USWL12400693,"2,806",26.5,25813787,3297,10885827,68.0
Rolling in the Deep - Acapella,Rolling In The Deep,Adele,2011-01-16,GBBKS1000427,"2,800",26.5,11170019,1580,217023,36.0
Plan A,Plan A,Paulo Londra,2022-03-23,USWL12200224,"2,808",26.5,275416061,45154,6010438,58.0
River,River,Bishop Briggs,2016-01-22,TCACL1648391,"2,805",26.5,547304707,93449,17009946,68.0
Left and Right (Charlie Puth) [feat. Jung Kook of BTS] - Sped Up Version,Left and Right (Charlie Puth) [feat. Jung Kook of BTS] [Sped Up Version],sped up nightcore,2022-07-18,USAT22210335,"2,807",26.5,3492767,807,484998,27.0
Save Me,Save Me,Jelly Roll,2020-06-25,USZHR2000088,"2,799",26.5,143528699,26295,1211007,65.0
ýýýýýý,ýýýýýý,SPRITE,2021-04-29,TH2DY2100061,"2,803",26.5,9126545,2349,139340,41.0
Ni Me Debes Ni Te Debo,Colmillo De Leche,Carin Leon,2023-05-19,QZQMB2105022,"2,797",26.5,168963270,9329,6528413,52.0
Un Aï¿½,Un Aï¿½,Sebastian Yatra,2019-01-18,USUM71821048,"2,819",26.4,573290850,44972,20961958,67.0
21,THE GOAT,Polo G,2020-05-15,USQX92002597,"2,814",26.4,500766243,134529,11500707,67.0
Respect (2021 Remaster),The Genius of Aretha Franklin,Aretha Franklin,2021-02-19,USRH12000996,"2,812",26.4,607726217,158,18327,20.0
SO DONE,SO DONE,The Kid LAROI,2020-10-23,USSM12005922,"2,820",26.4,428787524,95178,8705363,62.0
Yï¿½ï¿½reï¿½ï¿½i,Yï¿½ï¿½reï¿½ï¿½i,Amo988,2023-09-15,TRBUL2300064,"2,841",26.3,75979813,7579,4760968,68.0
Imitadora,Imitadora,Romeo Santos,2017-06-23,USSD11700288,"2,823",26.3,503904686,47427,13586022,73.0
ýýýýýýýýýýýýýý,ýýýýýýýýýýýýýý - Single,Akris & Teddy,2024-05-31,FRX872442897,"2,828",26.3,306040,1,13,15.0
20 Min,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,2017-11-17,USAT21704166,"2,830",26.3,1006734157,224587,27766092,77.0
Om Jai Jagdish Hare,The Bhajan Project 2,Shivali,2023-02-16,INS172300521,"2,824",26.3,8313,7,75,8.0
Your Power,Your Power,Billie Eilish,2021-04-29,USUM72105934,"2,838",26.3,423439672,79149,22567177,68.0
PERO Tï¿,PERO Tï¿,KAROL G,2023-02-23,USUM72222545,"2,827",26.3,212911684,22815,8668393,71.0
N'y pense plus,N'y pense plus,Tayc,2020-06-19,FR8FB2002810,"2,833",26.3,177952382,60714,3538535,63.0
Body,Good News,Megan Thee Stallion,2020-11-20,QMCE32000683,"2,831",26.3,327693363,59033,19679788,63.0
Scream & Shout,Scream & Shout,will.i.am,2012-11-20,USUM71215597,"2,821",26.3,767661283,177756,49961171,72.0
Princess Diana (with Nicki Minaj),Princess Diana (with Nicki Minaj),Ice Spice,2023-04-14,USUG12300211,"2,829",26.3,220270601,34862,34947789,67.0
This Is Me,This Is Me,Keala Settle,2017-10-27,USAT21704622,"2,852",26.2,809894358,80591,19776253,66.0
QUE PRETENDES,OASIS,J Balvin,2019-06-28,USUM71912318,"2,849",26.2,806817589,85661,29532086,71.0
The Chicken Wing Beat,The Chicken Wing Beat,Ricky Desktop,2020-06-13,QZHN72010372,"2,842",26.2,68033539,13060,1293542,60.0
Nï¿½ï¿½o Vou Nam,Nï¿½ï¿½o Vou Nam,DJ Ws da Igrejinha,2024-01-19,QZZEC2322612,"2,850",26.2,73192291,7800,40120103,79.0
Ms. Jackson,Ms. Jackson,Pashanim,2023-08-24,DECE72302560,"2,847",26.2,91200208,31859,7752540,69.0
Sï¿½ï¿½PER ULTRA ,Sï¿½ï¿½PER ULTRA ,Picus,2023-04-15,MXUM72300426,"2,844",26.2,14167450,963,227636,56.0
Psycho,ýýýThe ReVe Festivalýýý Finale,Red Velvet,2019-12-23,KRA301900597,"2,851",26.2,471042668,37370,8743783,66.0
Rhyme Dust,Rhyme Dust,MK,2023-02-24,GBARL2300220,"2,843",26.2,116992202,44035,62486297,65.0
Tu Foto,Tu Foto,Q' Lokura,2024-05-16,QM6N22456323,"2,869",26.1,9244547,925,8931821,69.0
Loco,Loco,Justin Quiles,2021-05-13,USWL12100223,"2,864",26.1,417078369,80390,22262789,61.0
Siempre Pendientes,Siempre Pendientes,Peso Pluma,2022-08-15,QM6P42200426,"2,865",26.1,395739041,34865,14461323,69.0
Slut Me Out,Slut Me Out - Single,NLE Choppa,2022-04-15,USWB12200942,"2,867",26.1,346862697,72540,23493477,67.0
A Tu Merced,YHLQMDLG,Bad Bunny,2020-02-29,QM4TX2030959,"2,856",26.1,778269101,94041,20880365,70.0
Y Si Se Quiere Ir,Y Si Se Quiere Ir,"Luis Angel ""El Flaco""",2021-11-19,QZDQH2154311,"2,866",26.1,110244949,10233,6570771,39.0
Camelot,Camelot,NLE Choppa,2019-09-13,USWB11901876,"2,854",26.1,537163250,117513,15086606,69.0
Stuck In The Middle,Stuck in the Middle,Tai Verdes,2020-05-29,QZHN52001856,"2,861",26.1,143421888,46095,5506539,54.0
Always This Same Old Song,Better Lucky Than Beautiful,Bingo Club,2023-02-24,FR9W12223053,"2,879",26.0,84198,27,527,15.0
True Love,True Love,Kanye West,2022-05-27,USQX92202485,"2,884",26.0,269363579,84173,16979097,70.0
Car's Outside,YOU,James Arthur,2019-10-18,DEE861903416,"2,876",26.0,578464780,64098,29245701,76.0
Paradise,Mylo Xyloto,Coldplay,2011-10-19,GBAYE1101143,"2,873",26.0,1291954163,205567,85747045,77.0
Devil Doesnï¿½ï¿½ï¿½t B,(Un)Commentary,Alec Benjamin,2022-04-15,USAT22200712,"2,888",26.0,203417763,41522,3635691,66.0
Haja Colï¿½ï¿½rio (feat. Hugo & Guilherme) - Ao ,Haja Colï¿½ï¿½rio (feat. Hugo & Guilherme) [Ao V,Guilherme & Benuto,2022-06-23,BCVV82000055,"2,871",26.0,290735048,17734,15206997,60.0
Just Pretend,THE DEATH OF PEACE OF MIND,Bad Omens,2022-02-25,USYFZ2264208,"2,872",26.0,209635991,54470,8885780,71.0
Glorious (feat. Skylar Grey),Glorious (feat. Skylar Grey),Macklemore,2017-06-15,QZ8TY1700001,"2,878",26.0,899431434,111427,17437639,72.0
"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,2021-06-16,UYB282113006,"2,892",25.9,203081704,47164,7286295,59.0
Be My Lover (feat. La Bouche) - 2023 Mix,Be My Lover (feat. La Bouche) [2023 Mix],Hypaton,2023-04-21,DEE862300656,"2,893",25.9,136778408,38192,48561484,74.0
On The Radar Freestyle,On The Radar Freestyle,Drake,2023-07-26,USLD91749183,"2,894",25.9,86155124,34804,13487736,62.0
Forever (feat. Fridayy),It's Only Me,Lil Baby,2022-10-14,USUG12207233,"2,906",25.9,101717995,43236,7266342,61.0
Reminder,Starboy,The Weeknd,2016-11-25,USUG11600998,"2,890",25.9,1015965940,125348,27076169,77.0
icantbelieveiletyougetaway,icantbelieveiletyougetaway,aldn,2024-05-31,QZMEQ2463576,"2,896",25.9,3162942,520,4539512,63.0
JEALOUSY (feat. Cardi B),JEALOUSY (feat. Cardi B),Offset,2023-07-28,USUM72311135,"2,907",25.9,58058696,20289,18874374,56.0
Fire On Fire,Fire On Fire,Sam Smith,2018-12-21,GBUM71807533,"2,900",25.9,697834321,85430,22166821,70.0
Shoong! (feat. LISA of BLACKPINK),Down to Earth,TAEYANG,2023-04-25,KSA002300722,"2,903",25.9,156994096,14231,5565204,61.0
"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Leave Em Alone (with Lil Baby & City Girls feat. PnB Rock),Quality Control,2019-05-29,USUG11900730,"2,931",25.8,239850720,49483,7561353,58.0
Boyz In Paris (with VINAI),Boyz In Paris (with VINAI),Marnik,2023-07-28,FR9W12333643,"2,919",25.8,136709117,28764,62770976,73.0
3 Nights,"Don't Forget About Me, Demos",Dominic Fike,2018-10-16,USQX91802455,"2,929",25.8,987061577,170786,42953760,73.0
Ngozi,Trench to Triumph,Crayon,2023-07-21,US23A1567556,"2,928",25.8,48581084,11373,7780743,65.0
July,July,Noah Cyrus,2019-07-31,USQX91901092,"2,927",25.8,977870118,115565,34759006,80.0
Perro Fiel (feat. Nicky Jam),El Dorado,Shakira,2017-05-26,USSD11700143,"2,911",25.8,433482670,36243,15506067,62.0
Andamos Mejor,Andamos Mejor,Los Gemelos De Sinaloa,2022-01-24,USDXS2200425,"2,930",25.8,209092342,22379,7376777,63.0
Drag Me Down,Drag Me Down,One Direction,2015-07-31,GBHMU1500070,"2,921",25.8,1125333823,110189,62083784,76.0
Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,2020-03-13,QMJMT2002693,"2,923",25.8,609716786,136864,31328182,69.0
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",La Pantera,2022-01-14,ES5152101308,"2,924",25.8,283228006,63076,8936948,62.0
Killshot,Killshot,Eminem,2018-09-19,USUM71814876,"2,920",25.8,415971193,67750,12353206,66.0
Drama (feat. Drake),Exis,Roy Woods,2015-07-31,USWB11508706,"2,932",25.7,497826683,86867,18364841,64.0
Lucky You (feat. Joyner Lucas),Kamikaze,Eminem,2018-08-31,USUM71813334,"2,944",25.7,709560621,98164,26325717,68.0
Bandana,Bandana,Fireboy DML,2022-07-13,USUYG1433884,"2,934",25.7,118971684,31855,4511954,63.0
the perfect pair,Beatopia,beabadoobee,2022-07-15,GBK3W2202093,"2,936",25.7,230129740,56091,10688364,72.0
Falling Angel,Falling Angel,HCTM,2022-08-13,SGB502232845,"2,942",25.7,72997,79,42003,14.0
Sofia,Sofia,Clairo,2019-07-26,US4HB1900086,"2,946",25.7,728920951,143829,36926488,74.0
Speed Drive (From Barbie The Album),Speed Drive (From Barbie The Album),Charli xcx,2023-06-29,USAT22306163,"2,943",25.7,222975612,22763,17412929,67.0
He Ya Pyar Sajena,He Ya Pyar Sajena,TOADI,2022-09-30,SGB502283597,"2,941",25.7,3574,3,20,1.0
Silent Hill,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,USUM72208981,"2,933",25.7,151507054,63279,7054692,63.0
Revenge,Revenge,XXXTENTACION,2017-05-18,USUYG1142409,"2,955",25.6,1356969354,13248,2447818,53.0
Spring Snow,"Lovely Runner, Pt. 8 (Original Soundtrack)",10CM,2024-05-14,KRA492400665,"2,968",25.6,18800716,1180,12952009,73.0
Halls na Lï¿½ï¿½,Halls na Lï¿½ï¿½,Kadu Martins,2023-03-24,BRTS22300004,"2,969",25.6,150516046,13034,10626005,63.0
21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),Nathan Dawe,2022-04-29,GBAHS2200261,"2,964",25.6,305830522,49204,75701853,70.0
Yeshua (dance cruise),YESHUA (dance cruise) - Single,Dj Bentoa,2023-04-22,QZHNB2325204,"2,975",25.6,4546579,2741,77751,3.0
Rojo,Rojo,J Balvin,2020-02-27,USUM72001732,"2,970",25.6,606603985,69772,18110265,68.0
Sal y Perrea,42,Sech,2021-04-15,QM9WM2100010,"2,952",25.6,266525796,49242,13991180,57.0
drunk text,drunk text,Henry Moodie,2023-01-27,GBARL2202513,"2,961",25.6,238841927,21346,34578100,81.0
Ginza,Ginza,J Balvin,2015-06-23,MXUM71501907,"2,974",25.6,521328627,64734,21473531,70.0
AM Remix,AM Remix,Nio Garcia,2021-06-24,QMBZ92185047,"2,956",25.6,571325612,91249,39134041,66.0
Baby Me Atende,Baby Me Atende,Matheus Fernandes,2021-02-26,BRWNV2100001,"2,951",25.6,258464933,26029,9231717,50.0
Jumpman,What A Time To Be Alive,Drake,2015-09-20,USCM51500300,"2,994",25.5,820380309,115960,29602345,64.0
Dancing in My Room,Dancing in My Room,347aidan,2020-10-26,USQX92004785,"2,976",25.5,335188091,86549,11975787,61.0
Heartless (feat. Morgan Wallen),Heartless (feat. Morgan Wallen),Diplo,2019-08-16,USSM11905215,"2,977",25.5,548333714,58410,13060330,77.0
CAKE,KILL MY DOUBT,ITZY,2023-07-31,US5TA2300075,"2,981",25.5,73213687,7423,2784630,62.0
I AM WOMAN,I AM WOMAN,Emmy Meli,2021-11-19,USAR12100239,"2,993",25.5,257984057,57742,17194990,62.0
Personal,Talk To Ya - EP,HRVY,2017-11-30,GBUM71705474,"2,987",25.5,314089265,33163,7584060,58.0
Lionheart (Fearless),Lionheart (Fearless),Joel Corry,2022-10-21,GBAHS2201155,"2,985",25.5,110545738,19914,24272196,62.0
Dale Don Dale,Dale Don Dale,ElMusto,2024-05-17,TRADS2300163,"2,978",25.5,14289955,745,4805106,71.0
I Wrote The Book,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,USUG12300808,"2,984",25.5,140137839,23619,2972229,64.0
Magnolia,Playboi Carti,Playboi Carti,2017-04-14,USUM71703095,"3,002",25.4,834795353,187620,29767336,73.0
Moletom,MOLETOM - Single,Luan Pereira,2023-06-29,BCX5C2300009,"3,004",25.4,139669652,9634,9093959,39.0
Matilda,Harry's House,Harry Styles,2022-05-20,USSM12200615,"3,003",25.4,502585349,64618,37636137,72.0
GIRL LIKE ME,Translation,Black Eyed Peas,2020-06-18,USSM12003821,"2,996",25.4,529297852,818,139276,29.0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý Feat.IIVY B,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (feat. IIVY B) - Single,bonnadol,2022-07-15,THSOH2206117,"3,006",25.4,9045662,2307,416469,39.0
Never Be the Same,Never Be the Same,Camila Cabello,2017-12-17,USSM11710323,"2,997",25.4,862685616,66559,20300133,71.0
If I Can't Have You,Shawn Mendes (Deluxe),Shawn Mendes,2018-05-25,USUM71907349,"3,007",25.4,1015502663,82046,26967760,67.0
Chica Ideal,Chica Ideal,Sebastian Yatra,2020-10-16,USUM72017740,"3,009",25.4,494889776,54042,14455796,63.0
august,folklore,Taylor Swift,2020-07-24,USUG12002842,"3,016",25.3,1101296591,84267,76240482,79.0
Doomsday,Doomsday,Juice WRLD,2023-06-23,USUG12303674,"3,019",25.3,78001581,40820,8704480,60.0
FANCY,FANCY YOU,TWICE,2019-04-22,US5TA1900042,"3,012",25.3,475639302,35569,9534989,67.0
MODERN JAM,UTOPIA,Travis Scott,2023-07-28,USSM12305006,"3,023",25.3,104724143,33500,4843707,65.0
